hero_id,opponent_id,value,curated,resolved_value,cpgg,opick,cwatch,disagreement
ana,anran,-46,,-46,-50.0,0.0,-32.0,False
ana,ashe,-17,,-17,-25.0,0.0,,False
ana,baptiste,-25,,-25,-25.0,50.0,,False
ana,bastion,42,,42,50.0,-50.0,,False
ana,brigitte,17,,17,25.0,50.0,-9.0,False
ana,cassidy,2,,2,0.0,0.0,,False
ana,dmon,-56,,-56,-75.0,0.0,-9.0,True
ana,domina,34,,34,,50.0,34.0,False
ana,doomfist,31,,31,50.0,-50.0,-17.0,True
ana,dva,-42,,-42,-75.0,50.0,,True
ana,echo,-18,,-18,-25.0,50.0,,False
ana,freja,-53,,-53,-75.0,-50.0,-4.0,True
ana,genji,-61,,-61,-75.0,0.0,-17.0,False
ana,hanzo,-37,,-37,-50.0,0.0,,False
ana,hazard,56,,56,75.0,0.0,,True
ana,illari,-1,,-1,0.0,0.0,-4.0,False
ana,junker-queen,1,,1,0.0,-50.0,,False
ana,junkrat,-17,,-17,-25.0,0.0,,False
ana,juno,-22,,-22,-25.0,0.0,-13.0,False
ana,kiriko,-40,,-40,-50.0,0.0,-9.0,False
ana,lifeweaver,-23,,-23,-25.0,-50.0,-17.0,False
ana,lucio,-43,,-43,-50.0,0.0,-20.0,False
ana,mauga,56,,56,75.0,0.0,,True
ana,mei,25,,25,25.0,0.0,,False
ana,mercy,40,,40,75.0,0.0,-17.0,True
ana,mizuki,0,-25.0,-25,,,,False
ana,moira,-24,,-24,-25.0,0.0,-22.0,False
ana,orisa,25,,25,25.0,50.0,,False
ana,pharah,23,,23,25.0,0.0,,False
ana,ramattra,44,,44,50.0,0.0,24.0,False
ana,reaper,-25,,-25,-25.0,50.0,,False
ana,reinhardt,7,,7,0.0,50.0,28.0,False
ana,roadhog,82,,82,100.0,0.0,37.0,True
ana,shion,-4,,-4,0.0,100.0,-17.0,False
ana,sierra,-25,,-25,-25.0,0.0,,False
ana,sigma,-75,,-75,-75.0,0.0,,False
ana,sojourn,-25,,-25,-25.0,0.0,,False
ana,soldier-76,0,,0,0.0,0.0,,False
ana,sombra,-40,,-40,-50.0,-50.0,-9.0,False
ana,symmetra,5,,5,0.0,50.0,18.0,False
ana,torbjorn,23,,23,25.0,50.0,,False
ana,tracer,-61,,-61,-75.0,50.0,-17.0,False
ana,vendetta,-41,,-41,-50.0,-50.0,-13.0,False
ana,venture,-42,,-42,-50.0,-50.0,-17.0,False
ana,widowmaker,-50,,-50,-50.0,0.0,,False
ana,winston,-71,,-71,-100.0,0.0,-22.0,True
ana,wrecking-ball,50,,50,50.0,50.0,,False
ana,wuyang,-42,,-42,-50.0,50.0,-19.0,False
ana,zarya,-100,,-100,-100.0,-50.0,,False
ana,zenyatta,2,,2,0.0,-50.0,,False
anran,ana,46,,46,50.0,50.0,32.0,False
anran,ashe,28,,28,,,,False
anran,baptiste,-29,,-29,-50.0,-50.0,24.0,True
anran,bastion,26,,26,,,,False
anran,brigitte,-43,,-43,-50.0,0.0,-22.0,False
anran,cassidy,-50,,-50,-50.0,0.0,,False
anran,dmon,-10,,-10,0.0,0.0,-38.0,False
anran,domina,-9,,-9,,0.0,-9.0,False
anran,doomfist,31,,31,50.0,-50.0,-17.0,True
anran,echo,-18,,-18,-25.0,-50.0,,False
anran,emre,22,,22,25.0,50.0,,False
anran,genji,46,,46,50.0,0.0,34.0,False
anran,hazard,-22,,-22,,0.0,-22.0,False
anran,illari,28,,28,,-50.0,28.0,False
anran,jetpack-cat,-56,,-56,-75.0,-100.0,-9.0,True
anran,junkrat,-30,,-30,,-50.0,-30.0,False
anran,juno,-30,,-30,-50.0,-100.0,20.0,True
anran,kiriko,-40,,-40,-75.0,-50.0,,True
anran,lifeweaver,17,,17,,,,False
anran,mei,-59,,-59,-75.0,0.0,-13.0,True
anran,mercy,-33,,-33,-50.0,-50.0,,True
anran,moira,-64,,-64,-75.0,50.0,-32.0,False
anran,orisa,-50,,-50,-50.0,50.0,,False
anran,pharah,-63,,-63,-75.0,0.0,-26.0,False
anran,reaper,-75,,-75,-75.0,-50.0,,False
anran,reinhardt,-30,,-30,,0.0,-30.0,False
anran,roadhog,-41,,-41,-50.0,-50.0,-13.0,False
anran,shion,5,,5,0.0,-50.0,,False
anran,sierra,25,,25,25.0,50.0,,False
anran,sigma,50,,50,50.0,0.0,,False
anran,soldier-76,19,,19,,,,False
anran,sombra,-35,,-35,-50.0,0.0,,False
anran,symmetra,-42,,-42,-75.0,-50.0,,True
anran,torbjorn,-25,,-25,-25.0,-50.0,,False
anran,venture,-26,,-26,,-100.0,-26.0,False
anran,widowmaker,50,,50,50.0,0.0,,False
anran,winston,-41,,-41,,100.0,-41.0,False
anran,wrecking-ball,-36,,-36,,100.0,-36.0,False
anran,wuyang,13,,13,,,,False
anran,zarya,-53,,-53,-75.0,-50.0,-4.0,True
anran,zenyatta,20,,20,25.0,0.0,,False
ashe,ana,17,,17,25.0,0.0,-9.0,False
ashe,anran,-28,,-28,,50.0,-28.0,False
ashe,baptiste,1,,1,0.0,100.0,,False
ashe,bastion,41,,41,50.0,0.0,,False
ashe,brigitte,50,,50,50.0,100.0,,False
ashe,cassidy,50,,50,50.0,50.0,,False
ashe,dmon,0,,0,0.0,0.0,,False
ashe,domina,50,,50,50.0,50.0,,False
ashe,doomfist,-25,,-25,-25.0,100.0,-24.0,False
ashe,dva,-75,,-75,-75.0,50.0,,False
ashe,echo,41,,41,50.0,50.0,,False
ashe,freja,4,,4,0.0,-50.0,,False
ashe,genji,-56,,-56,-75.0,0.0,-9.0,True
ashe,hanzo,-44,,-44,-50.0,50.0,-24.0,False
ashe,hazard,-50,,-50,-50.0,-50.0,,False
ashe,illari,-35,,-35,-50.0,0.0,,False
ashe,jetpack-cat,69,,69,75.0,0.0,49.0,False
ashe,junker-queen,50,,50,50.0,0.0,,False
ashe,junkrat,44,,44,50.0,100.0,24.0,False
ashe,juno,62,,62,75.0,50.0,23.0,False
ashe,kiriko,-43,,-43,-50.0,0.0,-22.0,False
ashe,lifeweaver,-7,,-7,0.0,0.0,-29.0,False
ashe,lucio,-50,,-50,-50.0,-50.0,,False
ashe,mauga,25,,25,25.0,50.0,,False
ashe,mei,50,,50,50.0,0.0,,False
ashe,mercy,42,,42,75.0,-50.0,-13.0,True
ashe,moira,-25,,-25,-25.0,-50.0,,False
ashe,orisa,0,,0,0.0,0.0,,False
ashe,pharah,48,,48,50.0,50.0,42.0,False
ashe,ramattra,6,,6,0.0,50.0,23.0,False
ashe,reaper,-18,,-18,-25.0,-50.0,,False
ashe,reinhardt,-25,,-25,-25.0,0.0,,False
ashe,roadhog,50,,50,50.0,0.0,,False
ashe,shion,25,,25,25.0,0.0,,False
ashe,sierra,50,,50,50.0,50.0,,False
ashe,sigma,-25,,-25,-25.0,0.0,,False
ashe,sojourn,0,,0,0.0,-50.0,,False
ashe,soldier-76,-2,,-2,0.0,0.0,-9.0,False
ashe,sombra,-56,,-56,-75.0,0.0,-9.0,True
ashe,symmetra,6,,6,0.0,0.0,,False
ashe,torbjorn,42,,42,50.0,50.0,,False
ashe,tracer,-50,,-50,-50.0,50.0,,False
ashe,vendetta,-59,,-59,-75.0,0.0,-13.0,True
ashe,venture,-59,,-59,-75.0,-100.0,-13.0,True
ashe,widowmaker,-66,,-66,-75.0,50.0,-38.0,False
ashe,winston,-71,,-71,-100.0,0.0,-22.0,True
ashe,wrecking-ball,-43,,-43,-50.0,50.0,-22.0,False
ashe,wuyang,0,,0,0.0,50.0,,False
ashe,zarya,50,,50,50.0,0.0,,False
ashe,zenyatta,18,,18,25.0,-50.0,-4.0,False
baptiste,ana,25,,25,25.0,-50.0,,False
baptiste,anran,29,,29,50.0,50.0,-24.0,True
baptiste,ashe,-1,,-1,0.0,-100.0,-4.0,False
baptiste,bastion,50,,50,50.0,50.0,,False
baptiste,brigitte,17,,17,25.0,50.0,-9.0,False
baptiste,cassidy,-25,,-25,-25.0,-50.0,,False
baptiste,dmon,50,,50,50.0,0.0,,False
baptiste,doomfist,7,,7,0.0,0.0,28.0,False
baptiste,dva,25,,25,25.0,-50.0,,False
baptiste,echo,61,,61,75.0,-50.0,,False
baptiste,emre,-9,,-9,,-50.0,-9.0,False
baptiste,freja,-25,,-25,-25.0,-100.0,,False
baptiste,genji,-3,,-3,0.0,0.0,-13.0,False
baptiste,hanzo,-50,,-50,-50.0,-50.0,,False
baptiste,hazard,0,,0,0.0,50.0,,False
baptiste,illari,14,,14,25.0,-100.0,-20.0,False
baptiste,jetpack-cat,45,,45,50.0,0.0,,False
baptiste,junker-queen,25,,25,25.0,100.0,,False
baptiste,junkrat,44,,44,50.0,0.0,,False
baptiste,juno,25,,25,25.0,-50.0,,False
baptiste,kiriko,-1,,-1,0.0,0.0,-4.0,False
baptiste,lifeweaver,0,,0,0.0,100.0,,False
baptiste,lucio,17,,17,25.0,50.0,-9.0,False
baptiste,mauga,-25,,-25,-25.0,-50.0,,False
baptiste,mei,16,,16,25.0,-100.0,-13.0,False
baptiste,mercy,40,,40,50.0,0.0,,False
baptiste,mizuki,0,-25.0,-25,,,,False
baptiste,moira,0,30.0,30,0.0,100.0,,False
baptiste,orisa,25,,25,25.0,0.0,,False
baptiste,pharah,48,,48,50.0,0.0,40.0,False
baptiste,ramattra,0,,0,0.0,-50.0,,False
baptiste,reaper,0,20.0,20,0.0,0.0,,False
baptiste,reinhardt,9,,9,0.0,50.0,37.0,False
baptiste,roadhog,33,,33,25.0,100.0,58.0,False
baptiste,shion,-4,,-4,0.0,-50.0,-14.0,False
baptiste,sierra,25,,25,25.0,-50.0,,False
baptiste,sigma,0,-20.0,-20,0.0,0.0,,False
baptiste,sojourn,-23,,-23,-25.0,-50.0,-18.0,False
baptiste,soldier-76,17,,17,25.0,0.0,-9.0,False
baptiste,sombra,-12,,-12,-25.0,50.0,,False
baptiste,symmetra,-3,,-3,0.0,-50.0,-13.0,False
baptiste,torbjorn,22,,22,25.0,50.0,,False
baptiste,tracer,25,,25,25.0,-100.0,,False
baptiste,vendetta,-2,,-2,0.0,100.0,-9.0,False
baptiste,venture,17,,17,25.0,0.0,-9.0,False
baptiste,widowmaker,-50,,-50,-50.0,50.0,,False
baptiste,winston,25,,25,25.0,50.0,,False
baptiste,wrecking-ball,-10,,-10,-25.0,-50.0,35.0,False
baptiste,wuyang,-1,,-1,0.0,0.0,-4.0,False
baptiste,zarya,5,,5,0.0,0.0,,False
baptiste,zenyatta,7,,7,0.0,50.0,,False
bastion,ana,-42,,-42,-50.0,0.0,-18.0,False
bastion,anran,-26,,-26,,0.0,-26.0,False
bastion,ashe,-41,,-41,-50.0,0.0,-13.0,False
bastion,baptiste,-50,,-50,-50.0,0.0,,False
bastion,brigitte,59,,59,75.0,50.0,,True
bastion,cassidy,2,,2,0.0,0.0,,False
bastion,dmon,43,,43,50.0,0.0,,False
bastion,domina,41,,41,50.0,-100.0,,False
bastion,doomfist,-75,,-75,-75.0,50.0,,False
bastion,dva,0,,0,0.0,0.0,,False
bastion,echo,-35,,-35,-50.0,0.0,,False
bastion,emre,-18,,-18,-25.0,0.0,,False
bastion,freja,-40,,-40,-50.0,-50.0,-9.0,False
bastion,genji,-45,,-45,-50.0,0.0,-30.0,False
bastion,hanzo,-62,,-62,-75.0,0.0,-21.0,False
bastion,hazard,25,,25,25.0,-50.0,24.0,False
bastion,illari,-25,,-25,-25.0,0.0,-25.0,False
bastion,jetpack-cat,56,,56,75.0,0.0,,True
bastion,junker-queen,-3,,-3,0.0,-50.0,-13.0,False
bastion,junkrat,-16,,-16,-25.0,100.0,,False
bastion,juno,-1,,-1,0.0,0.0,-4.0,False
bastion,kiriko,-23,,-23,-25.0,0.0,-17.0,False
bastion,lifeweaver,17,,17,25.0,0.0,-9.0,False
bastion,lucio,-2,,-2,0.0,-50.0,-9.0,False
bastion,mauga,2,,2,0.0,-50.0,,False
bastion,mei,25,,25,25.0,0.0,,False
bastion,mercy,33,,33,50.0,0.0,-13.0,True
bastion,mizuki,-9,,-9,,-50.0,-9.0,False
bastion,moira,22,,22,25.0,50.0,,False
bastion,orisa,-15,,-15,-25.0,0.0,,False
bastion,pharah,43,,43,50.0,50.0,,False
bastion,ramattra,-15,,-15,-25.0,0.0,,False
bastion,reaper,-56,,-56,-75.0,0.0,-9.0,True
bastion,reinhardt,43,,43,50.0,0.0,23.0,False
bastion,roadhog,29,,29,25.0,0.0,42.0,False
bastion,shion,17,,17,25.0,0.0,-9.0,False
bastion,sierra,-23,,-23,-25.0,-50.0,-17.0,False
bastion,sigma,-75,,-75,-75.0,50.0,,False
bastion,sojourn,-59,,-59,-75.0,50.0,-13.0,True
bastion,soldier-76,-22,,-22,-25.0,0.0,-13.0,False
bastion,sombra,-5,,-5,0.0,0.0,-19.0,False
bastion,symmetra,25,,25,25.0,0.0,,False
bastion,torbjorn,-17,,-17,-25.0,-50.0,,False
bastion,tracer,-63,,-63,-75.0,50.0,-28.0,False
bastion,vendetta,25,,25,25.0,0.0,,False
bastion,venture,-25,,-25,-25.0,-100.0,,False
bastion,widowmaker,-42,,-42,-50.0,100.0,-17.0,False
bastion,winston,88,,88,100.0,-50.0,50.0,False
bastion,wrecking-ball,25,,25,25.0,50.0,23.0,False
bastion,wuyang,-56,,-56,-75.0,-100.0,-9.0,True
bastion,zarya,75,,75,75.0,50.0,,False
bastion,zenyatta,-25,,-25,-25.0,0.0,,False
brigitte,ana,-17,,-17,-25.0,0.0,,False
brigitte,anran,43,,43,50.0,0.0,,False
brigitte,ashe,-50,,-50,-50.0,0.0,,False
brigitte,baptiste,-17,,-17,-25.0,0.0,,False
brigitte,bastion,-59,,-59,-75.0,50.0,-13.0,True
brigitte,cassidy,-16,,-16,-25.0,0.0,,False
brigitte,dmon,-46,,-46,-50.0,0.0,-33.0,False
brigitte,doomfist,50,,50,50.0,-50.0,,False
brigitte,dva,49,,49,50.0,-50.0,45.0,False
brigitte,echo,-56,,-56,-75.0,50.0,-9.0,True
brigitte,emre,-9,,-9,,-50.0,-9.0,False
brigitte,freja,-42,,-42,-50.0,50.0,-17.0,False
brigitte,genji,40,,40,50.0,0.0,,False
brigitte,hanzo,0,,0,0.0,-100.0,,False
brigitte,hazard,25,,25,25.0,0.0,,False
brigitte,illari,-17,,-17,-25.0,100.0,,False
brigitte,jetpack-cat,-75,,-75,-75.0,50.0,,False
brigitte,junker-queen,0,-25.0,-25,0.0,-50.0,,False
brigitte,junkrat,-44,,-44,-50.0,-100.0,-27.0,False
brigitte,juno,-1,,-1,0.0,50.0,-4.0,False
brigitte,kiriko,3,,3,0.0,-50.0,,False
brigitte,lifeweaver,1,,1,0.0,100.0,,False
brigitte,lucio,-18,,-18,-25.0,-100.0,,False
brigitte,mauga,-31,,-31,-50.0,50.0,,True
brigitte,mei,0,,0,0.0,0.0,,False
brigitte,mercy,0,20.0,20,0.0,50.0,,False
brigitte,mizuki,0,20.0,20,,,,False
brigitte,moira,-25,,-25,-25.0,-50.0,,False
brigitte,orisa,-14,,-14,-25.0,50.0,,False
brigitte,pharah,-82,,-82,-100.0,50.0,-36.0,True
brigitte,ramattra,-66,,-66,-75.0,0.0,-38.0,False
brigitte,reaper,-12,,-12,-25.0,0.0,29.0,False
brigitte,reinhardt,-62,,-62,-75.0,0.0,-22.0,False
brigitte,roadhog,-11,,-11,-25.0,0.0,32.0,False
brigitte,shion,56,,56,75.0,-50.0,,True
brigitte,sierra,22,,22,25.0,0.0,,False
brigitte,sigma,45,,45,50.0,50.0,,False
brigitte,sojourn,-25,,-25,-25.0,0.0,,False
brigitte,soldier-76,4,,4,0.0,0.0,,False
brigitte,sombra,47,,47,50.0,50.0,38.0,False
brigitte,symmetra,-45,,-45,-75.0,-50.0,,True
brigitte,torbjorn,-42,,-42,-50.0,-50.0,-17.0,False
brigitte,tracer,75,,75,75.0,-50.0,,False
brigitte,vendetta,0,,0,0.0,-100.0,,False
brigitte,venture,21,,21,25.0,-50.0,,False
brigitte,widowmaker,-50,,-50,-50.0,50.0,,False
brigitte,winston,29,,29,50.0,-50.0,-23.0,True
brigitte,wrecking-ball,25,,25,25.0,0.0,,False
brigitte,wuyang,-40,,-40,-50.0,-100.0,-9.0,False
brigitte,zarya,27,,27,25.0,-100.0,32.0,False
brigitte,zenyatta,-25,,-25,-25.0,0.0,,False
cassidy,ana,-2,,-2,0.0,0.0,-9.0,False
cassidy,anran,50,,50,50.0,-50.0,,False
cassidy,ashe,-50,,-50,-50.0,0.0,,False
cassidy,baptiste,25,,25,25.0,50.0,,False
cassidy,bastion,-2,,-2,0.0,0.0,-9.0,False
cassidy,brigitte,16,,16,25.0,0.0,-13.0,False
cassidy,dmon,-44,,-44,-50.0,0.0,-26.0,False
cassidy,domina,-15,,-15,,0.0,-15.0,False
cassidy,doomfist,35,,35,50.0,0.0,-9.0,False
cassidy,dva,-25,,-25,-25.0,0.0,,False
cassidy,echo,41,,41,50.0,50.0,,False
cassidy,freja,-42,,-42,-75.0,-50.0,,True
cassidy,genji,18,,18,25.0,0.0,-4.0,False
cassidy,hanzo,-42,,-42,-50.0,50.0,-19.0,False
cassidy,hazard,-2,,-2,0.0,0.0,-9.0,False
cassidy,illari,0,,0,0.0,-50.0,,False
cassidy,jetpack-cat,68,,68,75.0,0.0,46.0,False
cassidy,junker-queen,-40,,-40,-50.0,-50.0,-9.0,False
cassidy,junkrat,39,,39,50.0,0.0,,False
cassidy,juno,42,,42,50.0,0.0,18.0,False
cassidy,kiriko,0,,0,0.0,0.0,,False
cassidy,lifeweaver,16,,16,25.0,-50.0,-13.0,False
cassidy,lucio,50,,50,50.0,-50.0,,False
cassidy,mauga,-22,,-22,-25.0,0.0,-13.0,False
cassidy,mei,25,,25,25.0,50.0,,False
cassidy,mercy,75,,75,75.0,0.0,,False
cassidy,moira,43,,43,50.0,0.0,20.0,False
cassidy,orisa,-22,,-22,-25.0,-50.0,-13.0,False
cassidy,pharah,65,,65,75.0,0.0,34.0,False
cassidy,ramattra,-25,,-25,-25.0,0.0,,False
cassidy,reaper,41,,41,50.0,0.0,,False
cassidy,reinhardt,0,,0,0.0,0.0,,False
cassidy,roadhog,-41,,-41,-50.0,50.0,-13.0,False
cassidy,shion,50,,50,50.0,0.0,,False
cassidy,sierra,39,,39,50.0,-50.0,,False
cassidy,sigma,-41,,-41,-50.0,0.0,-13.0,False
cassidy,sojourn,-21,,-21,-25.0,0.0,-9.0,False
